Empresa,Instalacion,Equipo,Mantenimiento,Desconexion de carga,TiempoProgramado,TiempoEjecutado,DiferenciaTiempo,Empresa Afectada,TrabajosSuspendidos,TrabajosProrrogados
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Cumbaratza,PROGRAMADO,0.0,34.00000000081491,31.56666666723322,-2.433333333581686,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.0,4.999999999185093,3.48333333368646,-1.516666665498633,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,EMERGENTE,0.0,4.000000000814907,0.8166666672332212,-3.183333333581686,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.0,6.0,4.733333335141651,-1.2666666648583487,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.0,49.99999999918509,52.4333333329414,2.433333333756309,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.0,7.000000000814907,6.550000000919681,-0.4499999998952262,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,EMERGENTE,0.0,8.500000000814907,8.916666667268146,0.4166666664532386,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,PROGRAMADO,0.0,34.00000000081491,31.56666666723322,-2.433333333581686,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 1,EMERGENTE,0.0,34.00000000081491,30,-4.000000000814907,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,EMERGENTE,0.0,4.999999999185093,3.48333333368646,-1.516666665498633,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.0,0.9999999983701855,1.1500000007799827,0.15000000240979716,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,EMERGENTE,0.0,6.0,4.733333335141651,-1.2666666648583487,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.0,49.99999999918509,52.4333333329414,2.433333333756309,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.0,7.000000000814907,6.550000000919681,-0.4499999998952262,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.0,8.500000000814907,9.133333334466442,0.6333333336515352,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,PROGRAMADO,0.0,34.00000000081491,31.56666666723322,-2.433333333581686,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Posición Yanacocha 2,EMERGENTE,0.0,34.00000000081491,30,-4.000000000814907,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Subestación 138 kV,PROGRAMADO,0.0,4.999999999185093,3.48333333368646,-1.516666665498633,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Subestación 138 kV,PROGRAMADO,0.0,10.000000000814907,11.800000000745058,1.7999999999301508,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Subestación 138 kV,EMERGENTE,0.0,34.00000000081491,30,-4.000000000814907,0,NO,NO
CELEC EP - GENSUR,Subestación Delsitanisagua,Subestación 138 kV,EMERGENTE,0.0,8.916666667268146,7.449999998440035,-1.4666666688281111,0,NO,NO
CELEC EP - HIDROAGOYAN,Subestación Agoyán,Posición Baños 1,PROGRAMADO,0.0,9.999999998370185,8.200000000884756,-1.799999997485429,0,NO,NO
CELEC EP - HIDROAGOYAN,Subestación Agoyán,Posición Baños 2,PROGRAMADO,0.0,9.0,9.349999999220017,0.34999999922001734,0,NO,NO
CELEC EP - HIDROAGOYAN,Subestación Agoyán,Posición Baños 2,EMERGENTE,0.0,9.999999998370185,8.466666667198297,-1.5333333311718889,0,NO,NO
CELEC EP - HIDROAGOYAN,Subestación San Francisco,Posición Totoras 1,PROGRAMADO,0.0,4947.0,4940.916666667268,-6.083333332731854,0,NO,SI
CELEC EP - HIDRONACION,Subestación Daule Peripa,Barra 1,EMERGENTE,0.0,3.9999999983701855,3.9999999983701855,0.0,0,NO,NO
CELEC EP - HIDRONACION,Subestación Daule Peripa,Barra 1,PROGRAMADO,0.0,4.5,3.449999999895226,-1.0500000001047738,0,NO,NO
CELEC EP - HIDRONACION,Subestación Daule Peripa,Barra 2,PROGRAMADO,0.0,3.9999999983701855,3.833333335176576,-0.16666666319360957,0,NO,NO
CELEC EP - HIDRONACION,Subestación Daule Peripa,Barra 2,EMERGENTE,0.0,4.5,3.299999999930151,-1.2000000000698492,0,NO,NO
CELEC EP - HIDRONACION,Subestación Daule Peripa,Posición alta unidad 2,PROGRAMADO,0.0,1.9999999991850927,7.3666666655335575,5.366666666348465,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Barra principal 2,PROGRAMADO,0.0,81.99999999837019,27.483333333511837,-54.51666666485835,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Barra prinicpal 1,PROGRAMADO,0.0,81.99999999837019,81.16666666563833,-0.8333333327318542,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición alta unidad 1,PROGRAMADO,0.0,33.0,27.833333332731854,-5.166666667268146,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición alta unidad 2,PROGRAMADO,0.0,33.0,30.23333333269693,-2.7666666673030704,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición alta unidad 3,EMERGENTE,0.0,129.0,129.08333333273185,0.08333333273185417,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición Machala,PROGRAMADO,0.0,81.0,81.13333333429182,0.13333333429181948,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Posición Milagro,EMERGENTE,0.0,81.0,87.78333333134651,6.783333331346512,0,NO,NO
CELEC EP - SUR,Subestación Minas San Francisco,Subestación 230 kV,PROGRAMADO,0.0,174.0,178.4666666688281,4.466666668828111,0,NO,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición alta T1,PROGRAMADO,0.0,1.9999999991850927,1.6000000008498318,-0.3999999983352609,0,NO,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición alta T2,EMERGENTE,0.0,2.0000000016298145,1.683333333581686,-0.3166666680481285,0,NO,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición alta T2,PROGRAMADO,0.0,2.0000000016298145,1.9500000000698492,-0.05000000155996531,0,NO,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición alta T4,PROGRAMADO,0.0,2.0000000016298145,2.0000000016298145,0.0,0,SI,NO
CELEC EP - TERMOMANABI,Subestación Jaramijo,Posición Montecristi,PROGRAMADO,0.0,3.0,2.2166666663833894,-0.7833333336166106,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Barra transferencia,PROGRAMADO,0.0,4.999999999185093,2.9666666663833894,-2.0333333328017034,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición  alta ATR ,EMERGENTE,0.0,3.9999999983701855,5.083333334536292,1.0833333361661062,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición alta ATQ,EMERGENTE,0.0,3.9999999983701855,2.783333335246425,-1.2166666631237604,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición baja ATQ,PROGRAMADO,0.0,4.999999999185093,2.3166666647884995,-2.6833333343965933,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición baja ATR,EMERGENTE,0.0,9.999999998370185,9.999999998370185,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición CNEL 3,EMERGENTE,0.0,4.999999999185093,1.6000000006752089,-3.399999998509884,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición CNEL 4,PROGRAMADO,0.0,3.9999999983701855,6.066666667233221,2.0666666688630357,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición CNEL LOS RIOS 1,PROGRAMADO,0.0,4.999999999185093,5.266666665498633,0.2666666663135402,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición CNEL LOS RIOS 2,EMERGENTE,0.0,3.9999999983701855,6.1333333344664425,2.133333336096257,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición Milagro 1,PROGRAMADO,0.0,6.9999999983701855,5.700000000069849,-1.2999999983003363,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición Milagro 1,PROGRAMADO,0.0,9.999999998370185,9.333333333546761,-0.6666666648234241,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición Milagro 2,PROGRAMADO,0.0,4.999999999185093,3.1666666656383313,-1.8333333335467614,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Babahoyo,Posición Transferencia,PROGRAMADO,0.0,3.9999999983701855,3.566666666418314,-0.4333333319518715,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9.466666665568482,0.46666666556848213,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,10.000000000814907,1.0000000008149073,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,9.383333332662005,0.383333332662005,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,33.0,32.0333333328017,-0.9666666671982966,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.999999998370185,7.233333333511837,-2.7666666648583487,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.999999998370185,8.916666667268146,-1.0833333311020397,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,81.0,81.36666666716337,0.36666666716337204,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,181.0000000008149,8.066666666418314,-172.9333333343966,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,9.249999998370185,-3.7500000024447218,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,11.233333332056645,-1.766666668758262,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,9.433333334396593,-3.566666666418314,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,6.166666665638331,-6.833333335176576,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,10.549999999115244,-2.4500000016996637,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,10.333333334361669,-2.6666666664532386,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,9.016666665498633,-3.9833333353162743,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,11.76666666730307,-1.2333333335118368,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,11.79999999847496,-1.200000002339948,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,7.5,-5.500000000814907,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,12.049999999289867,-0.9500000015250407,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,11.733333333511837,-1.2666666673030704,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,11.11666666797828,-1.883333332836628,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,9.216666667198297,-3.7833333336166106,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,12.199999999254942,-0.8000000015599653,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,12.13333333429182,-0.8666666665230878,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,10.616666666523088,-2.3833333342918195,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,13.46666666638339,0.46666666556848213,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,13.216666668013204,0.21666666719829664,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,13.016666668758262,0.016666667943354696,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,12,-1.0000000008149073,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,9.016666665673256,-3.9833333351416513,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,13.816666665603407,0.8166666647884995,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,12.116666666348465,-0.8833333344664425,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,11.96666666638339,-1.0333333344315179,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,10.849999999220017,-2.15000000159489,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,12.75,-0.25000000081490725,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,9.683333332766779,-3.3166666680481285,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,9.6833333352115,-3.3166666656034067,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,9.866666668793187,-3.1333333320217207,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,13.866666667163372,0.8666666663484648,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,12.166666668083053,-0.8333333327318542,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,2.4000000001396984,-10.600000000675209,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,13.000000000814907,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,13.000000000814907,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,8.600000001664739,-4.399999999150168,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,13.000000000814907,6.216666667198297,-6.783333333616611,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,13.000000000814907,7.383333333651535,-5.616666667163372,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,10.133333332836628,1.133333332836628,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,13.916666666453239,4.916666666453239,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,9,0.0,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,8.666666666453239,-0.3333333335467614,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,8.666666666453239,-0.3333333335467614,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,3.7833333336166106,-5.216666666383389,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9.349999999045394,0.34999999904539436,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,4.000000000814907,6.416666666453239,2.4166666656383313,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,9,0.0,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9,0.0,0,SI,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,6.3166666678735055,-2.6833333321264945,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9.483333331241738,0.48333333124173805,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,9.03333333361661,0.033333333616610616,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,5.183333332766779,-3.8166666672332212,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,PROGRAMADO,0.0,9.0,9.199999999254942,0.19999999925494194,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,4.683333333581686,-4.316666666418314,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,8.800000000919681,-0.19999999908031896,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 1,EMERGENTE,0.0,9.0,7.283333332801703,-1.7166666671982966,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.0,9.0,9.466666665568482,0.46666666556848213,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.0,9.0,10.000000000814907,1.0000000008149073,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.0,9.0,9.383333332662005,0.383333332662005,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,EMERGENTE,0.0,81.0,81.36666666716337,0.36666666716337204,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.0,13.000000000814907,7.533333333616611,-5.466666667198297,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.0,13.000000000814907,11.54999999993015,-1.4500000008847564,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.0,13.000000000814907,9.883333334466442,-3.116666666348465,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.0,13.000000000814907,11.749999999185093,-1.2500000016298145,0,NO,NO
CELEC EP - TRANSELECTRIC,Subestación Alluriquín,Barra 2,PROGRAMADO,0.0,13.000000000814907,8.049999998300336,-4.950000002514571,0,NO,NO
